科室,排名,医院名称,官网URL,省份,城市
超声医学,获提名,牡丹江市第一人民医院,,黑龙江,牡丹江
超声医学,获提名,齐齐哈尔医学院附属第一医院,,黑龙江,齐齐哈尔
超声医学,获提名,佳木斯大学附属第一医院,,黑龙江,佳木斯
超声医学,获提名,吉林省人民医院,,吉林,
超声医学,获提名,大连大学附属新华医院,,辽宁,大连
超声医学,获提名,获提名医院,,,
超声医学,获提名,辽宁省肿瘤医院暨大连理工大学附属肿瘤医院,https://www.lnszlyy.com/,辽宁,大连
超声医学,获提名,长春中医药大学附属医院（吉林省中医院,,吉林,长春
超声医学,获提名,大连大学附属中山医院,,辽宁,大连
超声医学,获提名,大连市第二人民医院,,辽宁,大连
